talimat,giris,cevap,talimatLength,talimatWordCount,girisLength,girisWordCount,cevapLength,cevapWordCount,soru
" Bir kimya denklemi verildiğinde, bir açıklama yapın.", 2H2O2 -> 2H2O + O2," Bu denklem, hidrojen peroksidi (H2O2) suya (H2O) ve oksijen gazına (O2) dönüştürme sürecini gösterir.",53,7,19,5,102,14," Bir kimya denklemi verildiğinde, bir açıklama yapın.  2H2O2 -> 2H2O + O2"
 Seçtiğiniz bir fiil çekimi kullanarak cümleyi yeniden yazın., Babam doğa yürüyüşlerine çıkmayı sever., Babam yürüyüş yapmaktan hoşlanır.,61,8,40,5,34,4, Seçtiğiniz bir fiil çekimi kullanarak cümleyi yeniden yazın.  Babam doğa yürüyüşlerine çıkmayı sever.
Aşağıdaki ülkeleri en düşük nüfustan en yüksek nüfusa doğru sıralayınız.," Nepal, İsveç, Kanada, Meksika"," Nepal, Meksika, İsveç, Kanada",72,10,30,4,30,4,"Aşağıdaki ülkeleri en düşük nüfustan en yüksek nüfusa doğru sıralayınız.  Nepal, İsveç, Kanada, Meksika"
 Aşağıdakilerden tek kelimeyi belirleyiniz.," bağırmak, fısıldamak, bağırmak", fısıltı,43,4,31,3,8,1," Aşağıdakilerden tek kelimeyi belirleyiniz.  bağırmak, fısıldamak, bağırmak"
 Aşağıdaki şirketin hayırsever uygulamalarını analiz edin ve dört ana hedefini sıralayın., Facebook,"Facebook'un dört ana hayırsever hedefi şunlardır: 1. Yetersiz hizmet alan bölgelerde bireyleri ve toplulukları eğitmek ve birbirine bağlamak. 2. Ekonomik katılımı ve yerel ekonomik kalkınmayı teşvik eden projeler geliştirmek. 3. Dijital okuryazarlığı teşvik etmek ve girişimciliği artırmak için eğitim ve teknolojiye yatırım yapmak. 4. İnsan savunmasızlığını azaltmak için araştırma, teknoloji ve girişimlerin desteklenmesi.",89,11,9,1,424,53, Aşağıdaki şirketin hayırsever uygulamalarını analiz edin ve dört ana hedefini sıralayın.  Facebook
 Cümlede aynı sesli kelimeleri bulun., Rüzgar estiğinde çam ağacının dalı sallandı., - the; dal - salladı; arasında - arasında; çam - çam; ağaç - ağaç; olarak - olarak; rüzgar esti.,37,5,45,6,97,19, Cümlede aynı sesli kelimeleri bulun.  Rüzgar estiğinde çam ağacının dalı sallandı.
 Bir radyo reklamı için bir kapanış ifadesi oluşturun., Ürün: Şekerler," Tüm büyük perakende noktalarında bulabileceğiniz tatlı, şekerli şekerlemelerden oluşan lezzetli bir ikramla kendinizi şımartın. Damak tadınızı şımartın ve gelin bir deneyin!",54,8,15,2,174,21, Bir radyo reklamı için bir kapanış ifadesi oluşturun.  Ürün: Şekerler
 Verilen teknolojiyi kullanmanın üç yolunu önerin., Robotik,"1. Robotik, imalat, montaj ve paketleme gibi manuel görevleri otomatikleştirmek için kullanılabilir. 2. Robotik, kurtarma, askeri operasyonlar ve uzay araştırmaları gibi tehlikeli ve tehlikeli operasyonlarda kullanılabilir. 3. Robotik, ameliyatlar, teşhis ve sağlık hizmeti sunumu gibi sağlık hizmetlerinde kullanılabilir.",50,6,8,1,322,38, Verilen teknolojiyi kullanmanın üç yolunu önerin.  Robotik
 Aşağıdaki kişi için verilen isme göre benzersiz bir takma ad oluşturun., İskenderiye,Büyük Alex.,72,11,12,1,11,2, Aşağıdaki kişi için verilen isme göre benzersiz bir takma ad oluşturun.  İskenderiye
" Bir öğe listesi verildiğinde, bunları bazı kriterlere göre yeniden sıralayın."," Yaban mersini, Muz, Elma, Portakal"," Elma, Portakal, Muz, Yaban Mersini",78,10,35,5,35,5," Bir öğe listesi verildiğinde, bunları bazı kriterlere göre yeniden sıralayın.  Yaban mersini, Muz, Elma, Portakal"
 Verilen konu hakkında bir bilgi yarışması oyunu tasarlayın., Amerikan futbolu,Bilgi Yarışması Oyun Kuralları: - Oyun iki veya daha fazla oyuncu için uygundur. - Her oyuncuya bir puan verilecektir. - Bir soruyu doğru cevaplayan ilk oyuncu 5 puan kazanacaktır. - Başarılı olan her oyuncu doğru cevap için 3 puan kazanacaktır. - Bir oyuncu yanlış cevap verirse 2 puan kaybeder. - Tüm sorular cevaplandığında oyun sona erer. - Sonunda en çok puana sahip olan oyuncu kazanır. Sorular: 1. Hangi takım en çok Super Bowl kazandı? 2. Super Bowl LI'nin MVP'si kimdi? 3. NFL ile AFL hangi yılda birleşti? 4. Bir sezonda en çok çuval atma rekoru hangi savunmada? 5. Hangi geniş alıcı en çok kariyer golüne sahip?,60,8,17,2,622,106, Verilen konu hakkında bir bilgi yarışması oyunu tasarlayın.  Amerikan futbolu
 Aşağıdaki metne dayalı olarak bir blog gönderisinin başlığını oluşturun.,"Bu makale, yapay zekanın müşteri hizmetlerini iyileştirmek için nasıl kullanılabileceğine dair bir tartışmadır."," ""Yapay Zeka Müşteri Hizmetlerini Nasıl İyileştirebilir: Ayrıntılı Bir Bakış""",73,9,111,13,77,9," Aşağıdaki metne dayalı olarak bir blog gönderisinin başlığını oluşturun. Bu makale, yapay zekanın müşteri hizmetlerini iyileştirmek için nasıl kullanılabileceğine dair bir tartışmadır."
Verilen cümleyi olumsuz biçim yerine olumlu biçim kullanarak yeniden yazın., Kardeşi yoktu., Kardeşi yoktu.,75,10,15,2,15,2,Verilen cümleyi olumsuz biçim yerine olumlu biçim kullanarak yeniden yazın.  Kardeşi yoktu.
 Bir pazarlama rolü için bir özgeçmiş oluşturun., 24 yaşındaki John Smith'in 3 yıllık pazarlama deneyimi var,"John Smith (xxx)xxx-xxxx | jsmith@example.com Özet Strateji yürütme, dijital pazarlama ve analiz konularında kapsamlı deneyime sahip dinamik ve motivasyonu yüksek bir pazarlama uzmanı. Başarılı bir şekilde pazarlama kampanyaları oluşturup sunarken güçlü ilişkiler kurma becerisine sahip. Yeni zorluklara açık ve yeni teknolojileri öğrenmeye ve kullanmaya istekli. Deneyim Pazarlama Uzmanı ABC Company, Seattle, WA Haziran 2016- Haziran 2019 - Ürün ve hizmetleri tanıtmak için pazarlama kampanyaları geliştirdi ve uyguladı. - Mevcut kampanyaları değiştirmek ve iyileştirmek için rakip verilerini analiz etti. - Promosyon malzemeleri oluşturmak için tasarım ve programlama ekipleriyle işbirliği yaptı. - Kampanyaların performansları izlendi ve yönetime raporlar hazırlandı. - Müşteri adayları oluşturdu ve müşteri sadakat programları oluşturdu.",48,7,59,9,842,106, Bir pazarlama rolü için bir özgeçmiş oluşturun.  24 yaşındaki John Smith'in 3 yıllık pazarlama deneyimi var
 Broncos ve Steelers arasındaki maçın son skoru neydi?," Broncos, Pittsburgh Steelers'ı tümen turunda maçın son üç dakikasında 11 sayı atarak 23-16 mağlup etti. Daha sonra, AFC Şampiyonası Maçında, New England'ın 2 sayılık dönüştürme girişiminde saate 17 saniye kala bir pası yakalayarak, savunan Super Bowl XLIX şampiyonu New England Patriots'u 20-18 yendiler. Manning'in sezon boyunca müdahalelerle ilgili sorunlarına rağmen, iki playoff maçında hiç gol atamadı.", Broncos ve Pittsburgh Steelers arasındaki final skoru 23-16 oldu.,54,8,408,56,66,9," Broncos ve Steelers arasındaki maçın son skoru neydi?  Broncos, Pittsburgh Steelers'ı tümen turunda maçın son üç dakikasında 11 sayı atarak 23-16 mağlup etti. Daha sonra, AFC Şampiyonası Maçında, New England'ın 2 sayılık dönüştürme girişiminde saate 17 saniye kala bir pası yakalayarak, savunan Super Bowl XLIX şampiyonu New England Patriots'u 20-18 yendiler. Manning'in sezon boyunca müdahalelerle ilgili sorunlarına rağmen, iki playoff maçında hiç gol atamadı."
 Uygun bir başlık sağlayın," Bu, yenilenebilir enerji kullanımının potansiyel faydaları hakkında bir rapordur."," ""Yenilenebilir Enerjiden Yararlanma: Potansiyel Faydalarına Genel Bir Bakış""",26,4,82,9,77,8," Uygun bir başlık sağlayın  Bu, yenilenebilir enerji kullanımının potansiyel faydaları hakkında bir rapordur."
 Aşağıdaki kilometre sayacı okumasını mile dönüştürün.,21335 km," 21335 km, 13263,1 mile eşittir.",54,6,8,2,32,5, Aşağıdaki kilometre sayacı okumasını mile dönüştürün. 21335 km
" Tıbbi bir durumun tanımı verildiğinde, uygun bir tıbbi teşhis oluşturun.", Hasta şiddetli karın ağrısı ve mide bulantısından yakınır.," Muhtemel bir tanı, gastritin neden olduğu karın ağrısıdır.",73,10,59,8,59,8," Tıbbi bir durumun tanımı verildiğinde, uygun bir tıbbi teşhis oluşturun.  Hasta şiddetli karın ağrısı ve mide bulantısından yakınır."
 Aşağıdaki ifadelere katılma/katılmama derecenizi belirtmek için 1 ile 10 arasında bir puan atayın., İnsanlar hayvanlardan üstündür, 4,99,13,31,3,2,1, Aşağıdaki ifadelere katılma/katılmama derecenizi belirtmek için 1 ile 10 arasında bir puan atayın.  İnsanlar hayvanlardan üstündür
 Hikâyeye göre FIFA Başkanı'nın vermek istediği ana mesaj nedir?," Doha, Katar (CNN) — Katar'da düzenlenecek 2022 Dünya Kupası arifesinde, FIFA Başkanı Gianni Infantino saatlerce süren patlayıcı bir monologla tartışmalı turnuvanın Batılı eleştirmenlerine karşı bir nutuk attı. Dünya futbolunun yönetim organının patronu Infantino, Cumartesi günü Katar'ın Doha kentinde yüzlerce gazeteciye seslenirken somurtkan bir ifadeyle baktı. Katar'ın insan hakları siciline yönelik eleştirilere atıfta bulunarak, “Batı dünyasından, Avrupalılardan birçok ders aldık” dedi.","FIFA Başkanı Gianni Infantino'nun iletmeye çalıştığı ana mesaj, Katar'ın insan hakları siciliyle ilgili olarak batılı ülkelerden haksız ve asılsız eleştirilerle karşı karşıya olduğu ve Katar'ın Batı ideolojilerine bağlı kalmaması gerektiğidir.",64,9,494,60,243,30," Hikâyeye göre FIFA Başkanı'nın vermek istediği ana mesaj nedir?  Doha, Katar (CNN) — Katar'da düzenlenecek 2022 Dünya Kupası arifesinde, FIFA Başkanı Gianni Infantino saatlerce süren patlayıcı bir monologla tartışmalı turnuvanın Batılı eleştirmenlerine karşı bir nutuk attı. Dünya futbolunun yönetim organının patronu Infantino, Cumartesi günü Katar'ın Doha kentinde yüzlerce gazeteciye seslenirken somurtkan bir ifadeyle baktı. Katar'ın insan hakları siciline yönelik eleştirilere atıfta bulunarak, “Batı dünyasından, Avrupalılardan birçok ders aldık” dedi."
" İki dizi verildiğinde, iki diziyi tek bir cümlede birleştiren bir dizi çıktısı alın.", göle bakan bu ev, Bu ev göle bakmaktadır.,85,13,17,4,24,4," İki dizi verildiğinde, iki diziyi tek bir cümlede birleştiren bir dizi çıktısı alın.  göle bakan bu ev"
 Kaydı metne dönüştürün., Waterloo'nun tarihi hakkında kayıt,"18 Haziran 1815'te yapılan Waterloo Savaşı, Napolyon Savaşları'nın son büyük savaşıydı. Napolyon Bonapart'ın yönetiminin sonunu işaret ediyordu. Savaş, Napolyon Bonapart'ın Fransız kuvvetleri ile Wellington Dükü liderliğindeki İngiliz, Hollanda, Belçika ve Prusya birliklerinden oluşan müttefik bir kuvvet arasında yapıldı. Eski Avusturya Hollanda'sında, bugünün Belçika'sında Waterloo kasabası yakınlarında yapıldı. Savaş, Napolyon'un güçleri için bir yenilgiydi ve Napolyon'un Fransa üzerindeki egemenliğini sona erdirdi. Napolyon'un kendisi, 1821'de öleceği St. Helena'ya sürgüne gönderildi. Savaş, Avrupa'daki Fransız egemenliğinin sonu ve bölgede bir barış döneminin başlangıcı oldu. Aynı zamanda Napolyon Savaşları'nın son büyük savaşıydı ve tarihteki en önemli savaşlardan biri olarak hatırlanıyor. Müttefik kuvvetlerin Waterloo'daki zaferi, Fransız emperyal emellerinin Avrupa'da sona ermesine yardımcı oldu. Aynı zamanda İngilizleri Avrupa'nın en güçlü uluslarından biri olarak kurdu. Savaş, piyade, süvari ve topçu taktiklerinin bir kombinasyonu ile yapıldı ve savaşın değişen doğasının başlangıcını gösterdi. Fransız kuvvetleri müttefiklerden büyük ölçüde üstün olmasına rağmen, stratejik ve taktiksel hataları savaşın kaybedilmesine neden oldu. Bu yenilgi, Avrupa'daki Fransız emperyal gücünün sonunun sinyalini verdi. Waterloo'nun mirası bugün hala duruyor ve Britanya İmparatorluğu'nun konumunu sonraki yüz yıl boyunca sağlamlaştırdı.",24,3,35,4,1448,172, Kaydı metne dönüştürün.  Waterloo'nun tarihi hakkında kayıt
" Cümleye ""at"" ve ""elma"" kelimelerini ekleyin.", Köpek yemek yemeyi sever., Köpek at elması yemeyi sever.,45,6,26,4,30,5," Cümleye ""at"" ve ""elma"" kelimelerini ekleyin.  Köpek yemek yemeyi sever."
 Aşağıdaki ilişki sorununu çözün.,Yıldönümlerini nasıl kutlayacakları konusunda anlaşamayan çift.,"Çift, evlilik yıldönümlerinde ne yapmak istedikleri hakkında açıkça konuşmalı. Her iki arzusunu da barındıran bir şey planlamaya çalışmalılar. Uzlaşma ve anlayış, herhangi bir ilişki sorununu çözmek için gerekli olabilir. Örneğin, bir kişi akşam dışarı çıkmak, diğeri evde kalıp film izlemek isterse, ev sineması olan bir restoran bulabilir ve ikisini birden yapabilir. Çiftin olayla ilgili duygularını paylaşması ve günün gerçekte neyle ilgili olduğunu hatırlaması, yani paylaştıkları sevgiyi kutlaması önemlidir.",33,4,63,6,514,68, Aşağıdaki ilişki sorununu çözün. Yıldönümlerini nasıl kutlayacakları konusunda anlaşamayan çift.
Alternatif bir senaryoyu açıklamak için verilen cümleyi değiştirin., John yarışı kazandı., John yarışta ikinci oldu.,67,8,21,3,26,4,Alternatif bir senaryoyu açıklamak için verilen cümleyi değiştirin.  John yarışı kazandı.
 İki öğenin nasıl ilişkili olduğunu açıklayın., Hikaye anlatımı ve motivasyon,"Hikaye anlatımı ve motivasyon, dinleyicide duygu uyandırmak için ortak yetenekleri aracılığıyla birbirine bağlanır. Bir konuşmacı, hikaye anlatımını kullanarak izleyicileriyle duygusal düzeyde bağlantı kurabilir ve onları harekete geçmeye motive edebilir. Canlı örnekleri ve güçlü anlatımları birleştirerek, konuşmacılar dinleyicilerinde bir amaç duygusu ve dürtü yaratmaya yardımcı olabilir. Bu da dinleyicilerin harekete geçmesini ve motive kalmasını kolaylaştırabilir.",46,6,30,4,471,54, İki öğenin nasıl ilişkili olduğunu açıklayın.  Hikaye anlatımı ve motivasyon
 Bir televizyon programının izleyici davranışı üzerindeki etkisi hakkında bir hipotez formüle edin.," Televizyon şovu: ""Game of Thrones"""," Hipotez, ""Game of Thrones"" izlemenin izleyici davranışını etkileme potansiyeline sahip olduğudur. Spesifik olarak, izleyiciler şovu izleyerek risk alma ve kendi hayatlarında değişimi benimseme fikri konusunda daha rahat hale gelebilir ve bu da hedeflerine ulaşmak için risk alma isteğinin artmasına neden olur.",99,12,35,5,311,41," Bir televizyon programının izleyici davranışı üzerindeki etkisi hakkında bir hipotez formüle edin.  Televizyon şovu: ""Game of Thrones"""
 Verilen şakaya devam edin., Tavuk neden oyun alanını geçti?, Diğer slaytlara geçmek için!,27,4,32,5,29,4, Verilen şakaya devam edin.  Tavuk neden oyun alanını geçti?
İlgili bilgileri bir e-postadan alın,"Merhaba, Bu XYZ Electronics'ten bir e-postadır. Yeni bir dizüstü bilgisayar siparişinizin gönderildiğini bildirmek için yazıyoruz. Paketin takip numarası 123-456-789'dur. Daha ayrıntılı güncellemeler için lütfen e-postanızı kontrol edin. Siparişiniz için teşekkürler ve iyi günler!", 123-456-789,36,5,281,33,12,1,"İlgili bilgileri bir e-postadan alın Merhaba, Bu XYZ Electronics'ten bir e-postadır. Yeni bir dizüstü bilgisayar siparişinizin gönderildiğini bildirmek için yazıyoruz. Paketin takip numarası 123-456-789'dur. Daha ayrıntılı güncellemeler için lütfen e-postanızı kontrol edin. Siparişiniz için teşekkürler ve iyi günler!"
 Hikayedeki bir sonraki satırı oluşturun., Fırtınalı bir geceydi ve o pencerenin yanında durmuş onu izliyordu.," Rüzgâr, çerçevesindeki pencereyi salladı ve gök gürültüsü onun etrafında yankılanıyor gibiydi. Fırtınanın vahşi güzelliği karşısında büyülenmişti, bundan sonra ne olacağını izlerken kalbi göğsünde güm güm atıyordu.",41,5,68,10,215,26, Hikayedeki bir sonraki satırı oluşturun.  Fırtınalı bir geceydi ve o pencerenin yanında durmuş onu izliyordu.
 Verilen makaleyi gözden geçirin. Bana kapsamlı bir özet ver.," Makale, öğretmenler ve okul yöneticilerinin öğrenciler için güvenli ve saygılı bir okul ortamı oluşturmak için nasıl birlikte çalışabilecekleri hakkındadır.","Okullar, güven ve saygı kültürü oluşturmaya öğretmenler, yöneticiler ve diğer paydaşları aktif olarak dahil ederek öğrenciler için güvenli ve saygılı bir ortam sağlamalıdır. Öğretmenler, öğrencileri anlamlı konuşmalara dahil ederek ve fikirlerine değer vererek olumlu bir okul iklimi yaratmaya yardımcı olurken, yöneticiler rol model olarak hareket etmeli ve krizdeki herhangi bir öğrenciye anında yanıt vermelidir. Hem öğretmenler hem de yöneticiler, öğrenciler, eğitimciler ve personel için işbirlikçi ve destekleyici bir plan geliştirerek öğrenci güvenliğine yönelik tehditleri sürekli olarak değerlendirmeli ve bunlara göre hareket etmelidir. Nihayetinde, yönetici ve öğretmenlerin ortak çabaları, okul ortamında bir güven, saygı ve güvenlik kültürü yaratacaktır.",61,9,157,19,767,97," Verilen makaleyi gözden geçirin. Bana kapsamlı bir özet ver.  Makale, öğretmenler ve okul yöneticilerinin öğrenciler için güvenli ve saygılı bir okul ortamı oluşturmak için nasıl birlikte çalışabilecekleri hakkındadır."
" Aşağıdaki talimatlar göz önüne alındığında, uygulanabilir bir çözüm sağlayın.", İşinizin verimliliğini artırmak istiyorsunuz.,"Süreçleri düzene sokmak, darboğazları belirlemek ve ele almak, sıradan görevleri otomatikleştirmek ve işbirliğini geliştirmek için proje yönetimi yazılımını veya iletişim araçlarını kullanmak için bir iş akışı sistemi oluşturun.",78,9,46,4,228,28," Aşağıdaki talimatlar göz önüne alındığında, uygulanabilir bir çözüm sağlayın.  İşinizin verimliliğini artırmak istiyorsunuz."
